Id,SalePrice
2658,142746.95154946926
2718,185682.94546350965
2414,198880.15070933235
1989,127118.47216107105
625,191462.32141605794
333,97009.65363050577
1327,116309.10345822643
858,142031.65787137774
95,198598.96281913022
1568,187250.4055085792
2482,167007.4435190239
1364,135053.8251947244
2584,163353.2292790087
818,273070.32132408
2673,165973.5900599615
2089,131028.91018700838
1297,175613.66980218812
790,115454.95344604496
2616,206209.6614704418
720,186640.65374169353
222,148720.30531145958
557,121490.72964417288
1148,205894.8822303339
2766,169499.01899439815
534,196221.25050872553
1452,115634.04695398324
630,138095.0215970427
2648,115507.65566834659
125,138897.683434396
1904,39247.17092921701
1670,111221.37470433509
756,93477.0602330283
717,227307.4526879453
1032,161759.6488473097
852,225291.75375699956
1731,184363.07706351994
2639,127817.50527739248
2071,70793.35415389038
1267,105637.5923949333
1851,199902.39916121197
567,167439.31756117873
2439,211985.0365762118
1898,152505.30513121127
647,167530.67244673113
2256,230210.269747474
979,123198.35492211435
1444,219833.87095025956
2485,111068.92228747747
157,125473.55440641282
88,117333.96674874194
2003,100926.04752157869
186,189133.28382239072
1425,259549.38703892828
2695,127206.2914533446
738,98499.72746183137
395,155434.56640206638
1353,151751.46338550473
1878,153347.62844014907
390,184714.89076596356
1456,228154.61323519715
1103,281913.93540420814
1387,113142.85258886975
2070,171877.60987921065
1199,171171.45374486974
2479,167591.79876024602
501,294731.07997482363
2362,87225.4491552079
1718,204104.22441992903
2188,66293.47162467224
1483,170875.5032362175
2557,78785.57242351487
437,272752.0632166477
2224,217954.07678100318
1628,182237.14055493337
397,127094.90301345597
587,200664.72272262414
2182,426050.46638682554
971,146735.88976555562
2611,149618.67683236132
1887,84122.52449627864
2399,288760.17203432234
2148,220034.41551414135
304,129448.01049021742
1997,142217.09269893818
2817,114112.70257502585
1431,174051.10910860932
427,304319.9539994939
263,120902.94812236226
598,180092.59046155115
2895,242203.93486128177
687,159610.12908939543
1822,129263.06842782252
2191,103638.3631983094
179,139822.87835597515
1009,210113.01757013515
2010,121858.6550376561
1991,143947.20216390697
1411,152446.85669474478
1721,246507.55721917533
1144,182462.9773263554
593,208351.86888735121
575,253485.57839884522
1249,191851.97851571193
1604,123105.82371041288
1064,354598.38382352353
1923,169025.96685820693
1988,102413.63836568121
2325,178266.88464532743
114,198924.00300711233
2700,189324.44264171028
217,137506.99775505625
343,190349.8474530032
386,236703.6805768573
2005,116400.41142624928
2908,141064.4133916664
1814,216752.1496384885
2446,365841.1250048907
208,147428.96961768804
1679,129289.18722205744
822,283727.18563770957
6,190021.0690773811
1781,326354.79060445726
2397,262768.3644596628
2340,267582.58094992844
1618,164614.44343186804
2843,116298.4230622712
1061,297296.1900078975
