Id,SalePrice
2658,156731.03202496897
2718,202464.6241172862
2414,165252.9136387386
1989,131428.78117344677
625,160391.6531264776
333,109937.11544384673
1327,126654.57070792424
858,144940.36762808092
95,184266.62960543745
1568,146333.70144114553
2482,153393.53815055336
1364,136125.04383738295
2584,159096.4396226252
818,242848.3682567875
2673,172312.59974258664
2089,129778.5757096161
1297,136568.52076526303
790,114472.93040984264
2616,181072.66350174477
720,169450.18462558207
222,135203.51781467092
557,122258.51216841406
1148,196843.03226210253
2766,131197.47915031252
534,182087.00173114805
1452,106653.51647327637
630,144259.07215369138
2648,131892.64605676042
125,130560.49874646442
1904,38446.14226939554
1670,119700.74090045376
756,97176.24842958662
717,239013.6610770324
1032,149545.7477729176
852,206312.8445715374
1731,164472.34433128565
2639,134414.419689307
2071,77348.23125719023
1267,108281.94031394525
1851,182489.70487717024
567,161226.54942649583
2439,196232.90701550106
1898,157133.74654914308
647,149384.7856240354
2256,187260.0766494599
979,119622.29557150103
1444,191755.18680686626
2485,105322.02176480117
157,126394.3656243993
88,126472.85806005906
2003,112436.52697380036
186,173297.8267510298
1425,224447.56269816097
2695,133531.3124136244
738,102127.96243825954
395,149908.8634689287
1353,158963.3744803211
1878,143892.5250869038
390,151398.75527505952
1456,200576.2016533999
1103,266495.0083002138
1387,128466.37393563076
2070,158062.144630906
1199,175750.54219057615
2479,157326.83749612325
501,254702.39772934566
2362,86876.39705275052
1718,194258.0975014713
2188,84681.62448511005
1483,153542.69086362096
2557,87876.47181583958
437,262050.1795896464
2224,175454.84664273457
1628,162507.58814396933
397,135144.6396790877
587,202067.03231917293
2182,424255.462802681
971,154162.67979292737
2611,147206.3540718651
1887,93638.01486234492
2399,250852.83281200385
2148,200755.3199561686
304,123517.68284395352
1997,125776.80978739675
2817,120147.99834601009
1431,173943.08389785694
427,286180.4977089762
263,113601.03142638673
598,154858.8062613494
2895,222739.26487832586
687,156205.1675648341
1822,140868.2129423937
2191,127664.91512136313
179,141567.92461756873
1009,171064.68021762592
2010,133084.78597487134
1991,133671.94018472938
1411,145452.1056109216
1721,222732.06456178936
1144,183250.53079536502
593,198122.39451527418
575,225985.52634601676
1249,175884.19576922074
1604,117880.96103511329
1064,317212.8383197263
1923,136365.60494880736
1988,110986.28523040644
2325,151792.45708038783
114,174107.20842144947
2700,201093.55263549867
217,147991.34862827268
343,166034.81804189977
386,204827.1728157042
2005,114596.34937017584
2908,143609.260169254
1814,187997.47273202467
2446,341840.8897346745
208,143951.50115328588
1679,120614.96272030627
822,244218.0864316246
6,165333.62030278673
1781,285410.20321166934
2397,230038.79078864228
2340,230003.31918513647
1618,152500.31732282223
2843,140334.85515991098
1061,276107.07471543644
2786,107377.80207080967
1935,131453.99730561746
1341,134405.01984189046
521,231072.5484179337
2136,117807.82837831703
996,167090.26664211488
227,142438.92599032354
135,156972.41506536538
1167,160781.7569995055
294,207383.96236112234
1776,198591.21316285362
540,184073.79114409524
1717,194258.0975014713
2303,110309.34348056043
116,179587.3717634707
127,131575.98449900688
1371,142064.68153386103
1014,169105.7507159727
1507,94884.43185055928
702,157212.24141226875
750,143104.85350107474
261,151320.14413675477
1559,69892.89239233431
577,213894.23546835512
2812,195304.92078010074
2080,143802.53882933414
1368,133890.2593615896
2376,105762.4308666027
659,112530.13570776916
1235,115047.23334059918
332,87340.73591869805
1917,135494.0013478498
2094,207651.51234734306
1460,238489.07876946367
1471,191803.00795287092
1509,126575.54924825561
1922,146301.50992718918
433,320929.3524167895
460,218042.69724279793
1116,222469.74095313647
1137,163059.54361799583
53,164960.30106988733
2354,213476.49046992383
1475,187305.6954906211
1761,373261.2417731041
842,146852.948330752
2739,158287.7236083753
2509,153220.30021661424
1007,180704.3636227598
2610,176539.11236813958
1952,76186.65295289281
2719,202835.20514315998
2921,97170.34671784024
1966,128402.74179286222
292,110714.16712475258
1204,176673.99294855547
1829,221481.26690006643
2419,178564.85894548334
391,159431.90198189148
798,122094.32323497154
481,176812.18963028188
193,197008.94920315867
555,123217.76592300154
899,81123.99470948569
2357,173174.7857061724
328,112835.54454806713
1356,115724.56303513744
1154,101455.21249286401
1730,169169.19233883818
2249,140201.23054647594
1119,219574.7720338327
2856,125124.32499496476
1394,151651.2080154841
2587,106615.14156358218
61,270976.2498654388
2661,208664.83159737545
2711,118341.62840589034
1147,177950.1703498493
757,144039.01023133867
2623,80368.6251823121
2378,142976.79153020235
1413,154579.4679764897
1722,194708.97336776988
1112,190658.61343480862
1623,181483.47854210087
1201,178853.474785553
1513,129801.66943701485
957,208425.47434526222
1171,226686.07481914066
1145,186177.73444923098
2726,203179.8481980856
703,148860.4823700244
760,65204.56022664682
1964,134328.89014767835
2512,166416.05629288865
159,163251.7256284084
1281,162672.6466454216
468,158575.56836429978
290,105285.84139571886
665,86580.52216727487
1463,242388.1162492521
1792,200618.86028668162
923,130567.51765522774
500,254472.02040611164
1408,167202.54258759585
331,71785.62809362971
170,132393.42071069242
2192,93566.69514936581
2571,271338.7831605028
2314,150673.09073793291
2647,87499.3693855578
422,286600.1603476185
2457,282448.7692776431
1838,181772.37609035976
2805,213229.2637716526
1645,164976.29336733354
1711,249916.24218843842
2825,216587.21516773963
322,256577.87491140875
2103,240494.37747917877
342,114837.42831662015
600,91782.04588068575
488,176784.7807947539
1725,259274.09987299808
2246,218083.16611387406
2847,162369.05253469702
806,216698.49371625474
530,214380.30459332681
963,167886.9289722462
2678,80998.82167341959
171,103948.30455230383
2401,293415.28713520325
805,188026.39409219817
2259,211650.2877480681
1748,163552.4463219662
1361,131003.87738309646
1677,130044.73760726297
1406,142700.43088410323
2322,204890.61303851774
688,163889.98913772407
143,131317.29428538546
804,187367.0432430574
1214,167139.69417947135
2828,161632.15980650828
1999,196901.92854224058
2467,189581.51262452666
2665,141163.60246313753
1538,272931.09918886435
398,100907.8110119057
2822,130663.62143250564
2157,153275.4403761369
1856,160633.05435707496
1269,88802.70648654488
2570,111586.02896688436
2320,216761.36967739573
1517,117571.45512240703
2304,131830.591363622
1312,101299.94680584702
2012,109549.99518400442
506,195155.5153245474
2865,164590.75747488314
2367,128157.15193881874
554,93681.47306140524
238,127282.25985936394
1954,102323.28972721596
2488,138586.68236352806
2291,111977.20721921136
1969,85357.95517787672
2725,151934.62871046437
1482,142433.33749027137
2763,187027.74649169078
503,207457.66371478094
1584,208402.56624772726
1531,141762.55254167193
2210,158900.07993004774
459,250577.37676047205
556,125561.84495136517
1347,140024.27547364848
1290,76518.4539533012
1388,108803.07147044569
1571,163000.0649653726
2754,182562.67302657737
765,137628.46208043324
2494,126532.20148169567
2870,173483.16087856906
7,200763.14351750162
1114,215552.13702935792
2418,233270.15092306674
291,128964.55656245019
18,272954.23322266305
39,265996.72808570974
1001,228464.37535486525
2442,220941.19722442888
616,110980.87982126878
2680,64712.165561742484
1414,112331.32431432603
289,125563.57927304393
40,222629.40133257903
860,116848.41617570928
409,123779.38717494317
673,158953.57894286446
2427,175839.90997914158
2036,190973.22976950774
2564,139130.6426226993
642,180394.37616387484
1008,175215.7572210561
1908,145103.98007707478
2519,173947.98183677983
1369,103260.72454767083
2855,145589.5394556953
712,75784.29025855598
1943,119512.91469285035
1958,131615.36108038892
107,140349.7499675792
2295,179592.20462622994
704,93199.33798682576
676,111907.58737520796
259,179450.83493409256
93,242940.43660031783
106,200872.2603274109
2315,167487.6603664246
1050,116493.91731489118
1095,166473.81930894792
2709,130690.75056980034
758,154299.6846897118
1496,154623.86454082892
2370,129367.79064525597
2458,219296.51963752732
2733,132123.19560813464
161,257900.2613013463
726,165806.8370299251
845,188585.93342707114
947,226361.5136954763
2232,120887.80696702912
2563,142895.46863897887
2299,148924.43226428464
211,97682.1942948992
605,182676.46922886415
1478,182227.4985238226
2247,219553.06950307038
2274,179345.17986926303
2869,172903.80112836006
967,207199.75312004855
2656,123289.00061764976
667,216930.48816003196
1042,118921.72075177066
2023,144477.83081917668
2447,300386.7903312107
2055,108716.22537951902
2275,229616.82976131322
2204,155660.22074637495
1563,213445.7361323184
483,186553.3858857119
796,122897.24400309127
1526,133251.85390491292
2042,146517.3418770971
442,249314.865699781
1693,243931.4008583842
1468,197029.81594231783
1430,157766.1813496935
2605,174747.99395136946
1529,158623.60280239687
335,128167.3791336157
1287,144110.69799612332
31,110817.53108746288
1785,232279.53584916535
82,148785.726951338
2620,124159.05311337464
252,182038.04100069948
721,52906.74263751024
2165,169536.26511241362
2316,165588.1155087446
775,121971.60360551995
1558,96086.69925459313
17,186610.27924702328
1022,201334.3441109993
925,115893.57898184686
438,245059.374280632
1270,133920.20999446363
1272,113086.90220719505
215,123364.39919054908
266,195644.35163438803
2402,217507.71281400623
1250,123789.54349757226
1984,132193.44141768018
1279,139966.2545501147
377,225350.2215317835
1252,143898.346806679
2156,221227.16459460655
499,258616.9634220017
1374,111393.82592466263
2898,236913.85873115598
401,104037.67216820171
2721,185088.0332065063
2078,214318.51514226693
2589,122040.20860980896
1946,220518.51172029134
1334,127473.80003421925
2781,206223.23801309985
431,287311.1648320212
576,173904.33111294996
1474,196146.39580075888
2254,144941.37166190153
2155,240591.60324862594
885,110232.29064055378
643,121163.01487968057
1944,125673.84191095803
480,185222.89663128572
2845,116505.15432453978
2387,239213.441733986
2407,183581.60749309906
2527,147852.91496993456
2514,144800.47090340988
629,176334.50420922457
80,184328.6650967744
1876,126863.1093741414
1546,135378.13421801687
2518,152636.77656502902
2347,147868.6328854032
783,171894.2247485732
1322,83156.25915480891
194,72180.72621301486
1770,253022.82881366834
2143,129953.320914428
1229,196574.29081728472
511,231777.48982678377
46,185982.2403832313
1348,162238.77321776652
2465,176908.7973532165
387,199536.2107274869
873,184724.83521101097
1918,118921.9098128318
2764,193985.40082396552
2184,131099.9844022362
934,151601.4114826408
1920,130451.81614114238
2631,148296.66158068998
1768,385096.9665051128
2040,135127.8915073683
1749,201462.27033801517
834,190734.0036078717
1457,216851.3184604458
79,126464.5529814279
2302,109268.17931590711
1817,132591.07500897965
2755,215671.45872369787
359,162002.7827056281
2059,107493.45506659086
2092,218135.59503120257
2516,217575.2019640833
150,106922.9452380639
1656,149170.20132231317
83,113010.57850675
2411,177748.42359297414
795,81048.10668848018
2312,212262.76142120128
2917,90629.7840570041
1624,162840.01585700808
2215,252374.91676041158
1211,135307.02003113774
1485,142342.25127064032
1024,163095.99800200347
570,191288.58008275396
2874,121680.88548384371
700,149102.65303970326
2756,209628.80787895748
2022,181899.176770147
583,189737.09238166694
2392,240813.7733425962
2424,181477.94974624156
212,104073.39405375042
736,140496.38274070487
1610,158417.9086328867
890,120312.48295708593
467,155745.8013055676
578,219942.4304859172
1747,167748.35996527964
1149,165858.18413891105
2758,219153.61017008495
857,138465.29882636998
2219,236885.76904653048
733,103444.35606246597
2909,127958.33478625136
1798,225921.14642277017
235,140105.53940188518
2366,145299.42229226738
1027,126240.57566147868
1195,134705.17720598358
1303,43789.97587277772
148,176653.57361615135
608,153974.97465134124
2515,169459.40556394498
821,238286.07519196288
2500,240696.90492203308
745,124294.8924151683
741,124740.22038201778
1611,122387.09012293222
2532,108376.4626361788
1081,193458.60320167374
1692,309849.4418674704
2520,159356.81734179554
276,107703.7990534324
1992,146564.92939249708
663,26966.455279323825
418,139263.980163606
1733,166599.58661779255
2359,136114.27519326028
253,179815.49436793805
1518,164203.87386874418
2035,133846.6362946329
2919,87340.73591869805
1540,189079.753908041
2120,146329.27079147717
1674,180310.83555502334
256,145626.38840239175
2361,96284.43280739975
978,91595.66486804979
2280,152203.66200481314
2095,193525.50231695324
1709,248810.83870634012
2801,204519.7798222216
1246,92711.57992251622
2373,115499.89742069808
1055,225529.10846609948
2017,110255.47864245821
1099,247825.30044378515
1344,94345.66617981676
835,165591.5590001725
1117,194055.5503805293
2043,80854.2516501369
2085,122027.97574097593
410,155611.15498091612
2650,109838.85069827558
2867,146702.78352153083
1668,111209.70434503451
1161,161060.76278585175
2122,166456.84930848164
2539,146196.66035312956
1047,132959.3415855425
1445,117520.25164179783
541,151258.3898670299
569,207429.4958040609
1276,109893.74444280984
918,135472.12595885326
326,174619.91289102973
1936,124943.87981814737
895,91961.30657356363
257,136858.28146716105
1241,174909.5930739896
1545,136916.6319603009
1189,164548.58426721624
270,153876.51762063964
2066,190826.90285095957
693,107147.26783584629
1259,160519.19112336403
2916,155979.69853426333
2321,240818.9105583075
1977,99660.55388892393
1895,157469.2918269722
1240,141270.32935362932
85,142829.96250954064
1823,116445.26679660915
825,244731.65196304652
110,192712.10367012527
697,131498.39686094734
2297,91619.04906931071
1231,128036.6684465082
1355,147252.3452382499
968,252435.67893437215
584,200315.46656155982
1315,130780.48082589215
1606,148391.79535371187
206,105462.31334801926
1685,257944.30907552096
2016,150327.83732215437
869,193194.66872376023
2135,114952.80176210326
2346,151564.2047697129
2430,195082.03412299522
2198,82631.91721831095
2652,120707.68324974252
27,106033.8690271616
241,174051.22998625034
906,108780.36779146547
1506,106537.13409850895
2098,284667.1137649428
1435,197336.02910891874
2213,98140.6871096376
1274,126410.2682024303
743,33303.653702708965
1737,189485.55481841628
2797,236113.5562418332
2185,66546.69969260113
58,164236.48876715385
830,190212.12999978027
808,135611.91118286355
680,174336.3686864347
1153,107125.05743078886
1291,160727.425895517
1818,159648.50126843073
2161,171302.32223495172
1883,118473.20658770448
350,270883.0922016208
2473,163082.82621453007
295,192528.02744320824
293,191478.9692356174
859,108945.83909544865
288,64888.25111865197
1578,136841.88578873465
102,174738.8425550941
2831,184718.68924326528
1030,162269.86807031356
2551,140095.62866344984
1286,144448.95160021333
958,246189.16339574504
776,118533.14339679596
72,192489.29885767447
2263,226724.28409095225
1866,145240.45471556997
2876,76616.74000482957
2146,240386.5695195491
103,171899.4122305355
1500,149980.06673978257
492,167734.20920708866
167,128507.85715028005
2597,119038.26042189314
2685,103008.64012215484
1035,133718.0884428043
1220,49034.03957682557
2602,117017.19936996631
2159,188367.33680492284
695,139345.15742884477
1109,212985.98602779
640,167730.03961642276
1652,148546.4507684166
2090,172661.27811516807
1188,184181.95997576503
2345,213937.78917401424
1059,290458.0481342416
2751,214149.55520722579
